NDB_No,Shrt_Desc,Water_(g),Energ_Kcal,Protein_(g),Lipid_Tot_(g),Ash_(g),Carbohydrt_(g),Fiber_TD_(g),Sugar_Tot_(g),Calcium_(mg),Iron_(mg),Magnesium_(mg),Phosphorus_(mg),Potassium_(mg),Sodium_(mg),Zinc_(mg),Copper_mg),Manganese_(mg),Selenium_(µg),Vit_C_(mg),Thiamin_(mg),Riboflavin_(mg),Niacin_(mg),Panto_Acid_mg),Vit_B6_(mg),Folate_Tot_(µg),Folic_Acid_(µg),Food_Folate_(µg),Folate_DFE_(µg),Choline_Tot_ (mg),Vit_B12_(µg),Vit_A_IU,Vit_A_RAE,Retinol_(µg),Alpha_Carot_(µg),Beta_Carot_(µg),Beta_Crypt_(µg),Lycopene_(µg),Lut+Zea_ (µg),Vit_E_(mg),Vit_D_µg,Vit_D_IU,Vit_K_(µg),FA_Sat_(g),FA_Mono_(g),FA_Poly_(g),Cholestrl_(mg),GmWt_1,GmWt_Desc1,GmWt_2,GmWt_Desc2,Refuse_Pct
06429,"CAMPBELL'S CHUNKY SOUPS,MANHATTAN CLAM CHOWDER",87.9,52,2.04,1.43,0.88,7.76,1.2,1.63,16,0.44,,,,339,,,,,0,,,,,,,,,,,,1633,,,,,,,,,,,,0.408,,,2,245,1 cup,,,0
06430,"SOUP,CLAM CHOWDER,NEW ENGLAND,CND,PREP W/ EQ VOLUME H2O",90.89,35,1.55,1.01,1.5,5.05,0.3,0.19,9,1.22,7,127,108,254,0.18,0.122,0.081,3.1,2,0.061,0.081,0.759,0.113,0.051,7,0,7,7,3.4,4.63,29,8,8,0,0,0,0,2,0.2,0,0,0.4,0.468,0,0.469,3,248,"1 serving, 1 cup",31,1 fl oz,0
06431,"CAMPBELL'S CHUNKY,NEW ENGLAND CLAM CHOWDER",83.52,81,2.46,3.85,1.16,9.01,1.2,0,12,0.55,11,40,115,353,0.27,0.033,0.069,3,0.4,0.015,0.015,0.47,,,,,,,6.4,,6,,,0,3,0,0,18,,,,,,,,4,251,1 cup,519,1 can,0
06432,"SOUP,BF BROTH,BOUILLON,CONSOMME,PREP W/ EQ VOLUME H2O",96.24,12,2.22,0,0.81,0.73,0,,4,0.22,0,13,64,264,0.15,0.102,0.152,,0.4,0.009,0.012,0.295,0.02,0.01,1,0,1,1,,0,0,0,0,,,,,,,,,,0,0,0,0,241,"1 cup,  (8 fl oz)",586,"1 can,  (10.5 oz), prepared",0
06433,"CAMPBELL'S CHUNKY SOUPS,OLD FASHIONED POTATO HAM CHOWDER",83.8,78,2.45,4.49,2.32,6.94,1.2,0.41,8,0.15,,,,327,,,,,1,,,,,,,,,,,,0,,,,,,,,,,,,1.633,,,8,245,1 cup,,,0
06434,"CAMPBELL'S CHUNKY SOUPS,OLD FASHIONED VEG BF SOUP",88.06,49,3.16,1.23,1.31,6.24,1.3,1.15,17,0.54,10,48,163,346,0.59,0.027,0.07,3,0,0.015,0.016,1.002,,,,,,,12,,2595,,,605,1255,0,675,137,,,,,0.408,,,6,247,1 cup,529,1 can,0
06437,"CAMPBELL'S CHUNKY SOUPS,ROADHOUSE - BF BEAN CHILI",78.7,95,6.12,3.27,1.71,10.2,2.4,2.86,16,0.73,,,,359,,,,,0.5,,,,,,,,,,,,204,,,,,,,,,,,,1.429,,,10,245,1 cup,,,0
06438,"CAMPBELL'S CHUNKY SOUPS,SALISBURY STEAK MUSHRMS ONIONS SOUP",85.2,57,2.86,1.84,1.9,7.76,0.8,2.45,8,0.44,,,,327,,,,,0,,,,,,,,,,,,1020,,,,,,,,,,,,1.02,,,6,245,1 serving,,,0
06439,"CAMPBELL'S CHUNKY SOUPS,SAVORY CHICK WHITE WILD RICE SOUP",88,45,2.86,0.82,0.98,7.35,0.8,0.41,8,0,,,,331,,,,,0,,,,,,,,,,,,1020,,,,,,,,,,,,0.204,,,4,245,1 cup,,,0
06440,"SOUP,MINESTRONE,CND,PREP W/ EQ VOLUME H2O",91.33,34,1.77,1.04,1.19,4.66,0.4,,14,0.38,3,23,130,254,0.31,0.051,0.152,,0.5,0.022,0.018,0.391,0.14,0.041,15,8,7,21,,0,970,49,0,,,,,,,,,,0.23,0.29,0.46,1,241,"1 cup,  (8 fl oz)",586,"1 can,  (10.5 oz), prepared",0
06441,"CAMPBELL'S CHUNKY SOUPS,SAVORY POT RST SOUP",87.3,49,2.86,0.41,1.48,8.16,0.8,1.63,8,0.29,,,,322,,,,,0.5,,,,,,,,,,,,1429,,,,,,,,,,,,0.204,,,4,245,1 cup,,,0
06442,"SOUP,MUSHROOM BARLEY,CND,PREP W/ EQ VOLUME H2O",92.4,30,0.77,0.93,1.1,4.8,0.3,,5,0.21,4,25,38,365,0.2,0.1,0.05,,0,0.01,0.036,0.36,0.05,0.07,2,0,2,2,,0,81,4,0,,,,,,,,,,0.18,0.41,0.29,0,244,"1 cup,  (8 fl oz)",593,"1 can,  (10.75 oz), prepared",0
06443,"SOUP,CRM OF MUSHROOM,CND,PREP W/ EQ VOLUME H2O",92.46,39,0.66,2.59,0.96,3.33,0.3,0.2,7,0.09,2,12,31,340,0.06,0.016,0.018,1.4,0,0.006,0.008,0.169,0.072,0.007,1,0,1,1,4.7,0,4,1,1,0,0,0,0,2,0.24,0.1,4,9.6,0.472,0.597,1.42,0,248,"1 serving, 1 cup",31,1 fl oz,0
06444,"SOUP,MUSHROOM W/ BF STOCK,CND,PREP W/ EQ VOLUME H2O",92.08,35,1.29,1.65,1.17,3.81,0.3,,4,0.34,4,15,65,397,0.57,0.103,0.154,,0.4,0.014,0.039,0.494,0.1,0.015,4,0,4,4,,0,514,26,0,,,,,,,,,,0.64,0.58,0.32,3,244,"1 cup,  (8 fl oz)",593,"1 can,  (10.75 oz), prepared",0
06446,"SOUP,CRM OF ONION,CND,PREP W/ EQ VOLUME H2O",90.5,44,1.13,2.16,1.1,5.2,0.4,,14,0.26,2,15,49,380,0.06,0.06,0.1,,0.5,0.021,0.031,0.206,0.12,0.01,3,0,3,3,,0.02,121,6,0,,,,,,,,,,0.6,0.86,0.6,6,244,"1 cup,  (8 fl oz)",593,"1 can,  (10.75 oz), prepared",0
06447,"CAMPBELL'S CHUNKY SOUPS,SAVORY VEG SOUP",88.2,44,1.22,0.41,1.19,8.98,1.6,2.45,16,0.29,,,,314,,,,,0,,,,,,,,,,,,1633,,,,,,,,,,,,0.204,,,0,245,1 cup,,,0
06448,"SOUP,OYSTER STEW,CND,PREP W/ EQ VOLUME H2O",94.86,24,0.87,1.59,0.99,1.69,,,9,0.41,2,20,20,407,4.27,0.661,0.152,,1.3,0.009,0.015,0.097,0.05,0.005,1,0,1,1,,0.91,29,8,7,,,,,,,,,,1.04,0.38,0.07,6,241,"1 cup,  (8 fl oz)",586,"1 can,  (10.5 oz), prepared",0
06449,"SOUP,PEA,GRN,CND,PREP W/ EQ VOLUME H2O",84.55,61,3.2,1.09,1.28,9.88,1.9,3.19,12,0.73,15,47,71,336,0.64,0.146,0.245,3.6,0.6,0.04,0.025,0.462,0.049,0.02,1,0,1,1,13.2,0,12,3,3,0,1,0,0,0,0.09,0,0,0.2,0.524,0.372,0.142,0,259,"1 serving, 1 cup",32.4,1 fl oz,0
06451,"SOUP,PEA,SPLIT W/ HAM,CND,PREP W/ EQ VOLUME H2O",81.77,75,4.08,1.74,1.36,11.05,0.9,,9,0.9,19,84,158,398,0.52,0.146,0.265,,0.6,0.058,0.03,0.583,0.1,0.027,1,0,1,1,,0.1,176,9,0,,,,,,,,,,0.7,0.71,0.25,3,253,"1 cup,  (8 fl oz)",614,"1 can,  (11.5 oz), prepared",0
06453,"SOUP,CRM OF POTATO,CND,PREP W/ EQ VOLUME H2O",92.49,30,0.72,0.97,1.14,4.7,0.2,,8,0.2,1,19,56,238,0.26,0.103,0.154,,0,0.014,0.015,0.221,0.34,0.015,1,0,1,1,,0.02,118,29,27,,,,,,,,,,0.5,0.23,0.17,2,244,"1 cup,  (8 fl oz)",593,"1 can,  (10.75 oz), prepared",0
06454,"CAMPBELL'S CHUNKY SOUPS,GRILLED STEAK- STEAK CHILI W/ BNS",80,81,6.53,1.22,1.22,11.02,2.9,3.67,16,0.73,,,,355,,,,,0.5,,,,,,,,,,,,306,,,,,,,,,,,,0.408,,,6,245,1 cup,,,0
06456,"SOUP,CRM OF SHRIMP,CND,PREP W/ EQ VOLUME H2O",92.38,36,1.11,2.07,1.18,3.27,0.1,0.24,9,0.21,4,13,24,391,0.3,0.055,0.15,2.3,0,0.008,0.011,0.17,0.055,0.015,2,0,2,2,3.4,0.24,63,16,15,0,0,0,0,0,0,0,0,0,1.29,0.595,0.075,7,244,1 cup,593,"1 can,  (10.75 oz), prepared",0
06457,"CAMPBELL'S CHUNKY SOUPS,SLOW RSTD BF W/ MUSHROOMS SOUP",87.1,48,3.27,0.61,1.68,7.35,1.2,2.04,8,0.44,,,,339,,,,,0.5,,,,,,,,,,,,1224,,,,,,,,,,,,0.408,,,6,245,1 cup,,,0
06459,"CAMPBELL'S CHUNKY SOUPS,SPLIT PEA 'N' HAM SOUP",81,78,4.9,1.02,1.16,12.24,2,2.04,8,0.59,,,,318,,,,,1,,,,,,,,,,,,1020,,,,,,,,,,,,0.408,,,4,245,1 cup,,,0
06461,"SOUP,TOMATO BF W/ NOODLE,CND,PREP W/ EQ VOLUME H2O",86.99,56,1.78,1.71,1.09,8.44,0.6,0.73,9,0.45,3,23,88,367,0.3,0.055,0.1,2,0,0.034,0.036,0.745,0.075,0.035,8,5,3,11,8.2,0.08,219,12,1,30,114,2,2929,21,0.31,0,0,0,0.635,0.69,0.27,2,244,1 cup,593,"1 can,  (10.75 oz), prepared",0
06462,"CAMPBELL'S CHUNKY SOUPS,STEAK 'N' POTATO SOUP",86.5,49,3.27,0.82,2,7.35,1.2,0.41,0,0.44,,,,376,,,,,0,,,,,,,,,,,,0,,,,,,,,,,,,0.204,,,6,245,1 cup,,,0
06463,"SOUP,TOMATO RICE,CND,PREP W/ EQ VOLUME H2O",88.52,47,0.82,1.06,1.07,8.54,0.7,2.95,11,0.31,2,13,129,319,0.2,0.055,0.15,0.9,5.8,0.024,0.02,0.411,0.05,0.03,6,0,6,6,7.8,0,210,12,1,0,124,0,8591,1,0.86,0,0,1.5,0.2,0.235,0.525,1,247,1 cup,600,"1 can,  (11 oz), prepared",0
06465,"SOUP,TURKEY NOODLE,CND,PREP W/ EQ VOLUME H2O",92.99,28,1.6,0.82,1.06,3.54,0.3,,5,0.39,2,20,31,334,0.24,0.051,0.103,4.4,0.1,0.03,0.026,0.572,0.07,0.015,8,7,1,13,,0.06,120,6,0,,,,,,,,,,0.23,0.33,0.2,2,244,1 cup,30.5,1 fl oz,0
06466,"SOUP,TURKEY VEG,CND,PREP W/ EQ VOLUME H2O",92.89,30,1.28,1.26,0.99,3.58,0.2,,7,0.32,2,17,73,376,0.25,0.051,0.102,,0,0.012,0.016,0.417,0.2,0.02,2,0,2,2,,0.07,1014,51,0,,,,,,,,,,0.37,0.55,0.28,1,241,"1 cup,  (8 fl oz)",30.1,1 fl oz,0
06468,"SOUP,VEGETARIAN VEG,CND,PREP W/ EQ VOLUME H2O",92.41,28,0.86,0.79,1.06,4.89,0.3,1.57,10,0.44,3,14,86,338,0.19,0.055,0.188,1.8,0.6,0.022,0.019,0.374,0.14,0.023,4,0,4,4,3.9,0,1421,71,0,205,750,0,965,80,0.58,0,0,2.1,0.12,0.34,0.295,0,241,1 cup,586,"1 can,  (10.5 oz), prepared",0
06470,"CAMPBELL'S LO NA SOUPS,CHICK BROTH",98.2,10,1.01,0.34,0.46,0.34,0,0.34,0,0,,,77,47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.168,0,0,2,298,"1 serving, 1 container",,,0
06471,"SOUP,VEG BF,CND,PREP W/ EQ VOLUME H2O",91.8,31,2.23,0.76,1.18,4.06,0.8,0.45,8,0.45,3,16,69,349,0.62,0.077,0.125,1.1,1,0.015,0.02,0.412,0.14,0.03,4,0,4,4,5,0.13,1552,78,0,245,809,0,182,46,0.24,0,0,2.8,0.34,0.32,0.045,2,244,"1 cup,  (8 fl oz)",593,"1 can,  (10.75 oz), prepared",0
06472,"SOUP,VEG W/ BF BROTH,CND,PREP W/ EQ VOLUME H2O",91.59,33,1.21,0.78,1.08,5.35,0.7,0.82,9,0.4,3,16,79,253,0.33,0.067,0.138,1.1,1,0.021,0.019,0.395,0.14,0.023,4,0,4,4,5.1,0,853,43,0,193,415,0,14,18,0.06,0,0,1.2,0.18,0.225,0.32,1,241,"1 cup,  (8 fl oz)",586,"1 can,  (10.5 oz), prepared",0
06475,"SOUP,BF BROTH OR BOUILLON,PDR,PREP W/H2O",98.69,3,0.21,0.08,0.77,0.25,0,0.2,4,0.02,2,3,6,382,0.01,0.01,0.006,0.3,0,0.002,0.003,0.049,0.004,0.003,0,0,0,0,1.4,0.01,0,0,0,0,0,0,0,0,0.01,0,0,0,0.04,0.033,0.003,0,240,"1 serving, 1 cup",30,1 fl oz,0
06476,"SOUP,BF BROTH,CUBED,PREP W/H2O",98.69,3,0.21,0.08,0.77,0.25,0,0.2,4,0.02,2,3,6,260,0.01,0.01,0.006,0.3,0,0.002,0.003,0.049,0.004,0.003,0,0,0,0,1.4,0.01,0,0,0,0,0,0,0,0,0.01,0,0,0,0.04,0.033,0.003,0,240,"1 serving, 1 cup",30,1 fl oz,0
06480,"SOUP,CHICK BROTH OR BOUILLON,DRY,PREP W/ H2O",98.28,4,0.28,0.23,0.92,0.3,0,0.29,6,0.02,2,3,6,401,0.01,0.01,0.003,0.5,0,0.002,0.007,0.041,0.01,0.002,1,0,1,1,1.9,0,0,0,0,0,0,0,0,0,0.01,0,0,0,0.057,0.089,0.074,0,241,"1 cup, 8 fl oz",30.1,1 fl oz,0
06481,"SOUP,CHICK BROTH CUBES,DRY,PREP W/ H2O",97.43,5,0.39,0.12,1.44,0.62,,,5,0.05,1,5,10,326,0.01,0,0.01,,0,0.005,0.01,0.103,0.02,0,1,0,1,1,,0.01,7,1,1,,,,,,,,,,0.03,0.05,0.04,0,243,"1 cup,  (8 fl oz)",182,"1 cube,  (6 fl oz prepared)",0
06482,"CAMPBELL'S LO NA SOUPS,CHICK W/ NOODLES SOUP",88.8,52,3.93,1.48,0.5,5.57,0.7,1.31,7,0.35,,,161,46,,,,,0,,,,,,,,,,,,492,,,,,,,,,,,,0.492,0.656,0.328,10,305,"1 serving, 1 container",,,0
06483,"SOUP,CRM OF CHICK,DRY,MIX,PREP W/ H2O",90.94,41,0.68,2.04,1.22,5.11,0.1,1.59,29,0.1,2,37,82,454,0.6,0.1,0.3,3.1,0.2,0.04,0.078,1,0.3,0.02,2,0,2,2,5.4,0.1,156,8,0,5,82,18,1,50,0.23,0,0,5.6,1.3,0.45,0.16,1,261,"1 cup, 8 fl oz",32.6,1 fl oz,0
06487,"CAMPBELL'S LO NA SOUPS,CRM OF MUSHROOM SOUP",89.4,54,1.01,2.68,0.53,6.38,0,2.01,13,,,,57,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.839,0.503,1.342,5,298,"1 serving, 1 container",,,0
06494,"SOUP,ONION,DRY,MIX,PREP W/ H2O",95.8,12,0.32,0.01,1.1,2.77,0.3,0.2,9,0.05,4,9,31,346,0.05,0.025,0.029,0.2,0.1,0.012,0.012,0.063,0.036,0.025,0,0,0,0,1.2,0,1,0,0,0,0,0,0,1,0.01,0,0,0.1,0.004,0.003,0.007,0,230,"1 serving, 1 cup",28.7,1 fl oz,0
06497,"CAMPBELL'S RED & WHITE - MCRWVEABLE BOWLS,CHICK NOODLE SOUP",92.4,30,1.63,0.82,1.07,4.08,0.4,0,0,0.29,,,,355,,,,,0,,,,,,,,,,,,204,,,,,,,,,,,,0.204,,,6,245,1 cup,245,1 serving,0
06498,"SOUP,TOMATO,DRY,MIX,PREP W/ H2O",89.88,38,0.93,0.61,1.41,7.17,0.4,3.9,29,0.18,10,33,111,356,0.13,0.034,0.036,1.1,2,0.105,0.175,0.926,0.183,0.058,11,0,11,11,7.5,0.06,314,20,5,0,174,8,649,32,0.22,0,0,0.8,0.286,0.237,0.063,2,265,"1 cup, 8 fl oz",,,0
06502,"CAMPBELL'S RED & WHITE - MICROWAVEABLE BOWLS,CHICK RICE SOUP",92,30,0.82,0.41,1.06,5.71,0.4,0.41,8,0.29,,,,327,,,,,0,,,,,,,,,,,,204,,,,,,,,,,,,0.204,,,2,245,1 cup,245,1 serving,0
06503,"CAMPBELL'S RED & WHITE - MCRWVEABLE BOWLS,CREAMY TOMATO SOUP",84.7,64,1.22,2.04,1.83,10.2,1.2,6.53,16,0.15,,,,306,,,,,2.4,,,,,,,,,,,,204,,,,,,,,,,,,0.408,,,2,245,1 cup,245,1 serving,0
06504,"CAMPBELL'S RED & WHITE - MICROWAVEABLE BOWLS,TOMATO SOUP",87.4,44,1.22,0,1.58,9.8,1.2,7.35,8,0.15,,,,322,,,,,2.4,,,,,,,,,,,,163,,,,,,,,,,,,0,,,0,245,1 cup,245,1 serving,0
06505,"CAMPBELL'S RED & WHITE - MICROWAVEABLE BOWLS,VEG BF SOUP",90.6,34,2.04,0.2,1.03,6.12,1.2,0.82,0,0.15,,,,359,,,,,0,,,,,,,,,,,,408,,,,,,,,,,,,0.204,,,4,245,1 cup,245,1 serving,0
06509,CAMPBELL'S HOMESTYLE BUTTERNUT SQUASH BISQUE,89.8,45,0.41,1.22,1,7.76,0.4,4.9,8,0.15,,,,265,,,,,0,,,,,,,,,,,,204,,,,,,,,,,,,0.816,,,4,,,245,1 serving,0
06528,"SOUP,CHICK NOODLE,DRY,MIX,PREP W/ H2O",94.16,23,0.84,0.55,0.78,3.67,0.1,0.31,2,0.2,3,12,13,229,0.08,0.014,0.032,3.8,0,0.081,0.03,0.431,0.042,0.01,7,6,1,11,4.9,0.02,11,1,0,1,5,0,0,8,0.05,0,0,1.4,0.122,0.205,0.155,4,245,1 cup,,,0
06529,CAMPBELL'S HOMESTYLE LT NEW ENGLAND CLAM CHOWDER,88.7,49,2.45,1.63,1.3,6.12,0.8,0.41,8,0.59,,,,322,,,,,0,,,,,,,,,,,,0,,,,,,,,,,,,0.408,,,4,245,1 cup,,,0
06537,CAMPBELL'S HOMESTYLE HR MEXICAN STYLE CHICK TORTILLA,87,53,2.86,1.02,1.3,7.76,1.2,1.22,16,0.44,,,216,167,,,,,0.5,,,,,,,,,,,,122,,,,,,,,,,,,0.204,0.204,0,4,245,1 cup,,,0
06541,CAMPBELL'S HOMESTYLE ITALIAN-STYLE WEDDING SOUP,89.2,49,2.86,1.43,0.6,6.12,0.8,1.22,16,0.44,,,,322,,,,,0,,,,,,,,,,,,204,,,,,,,,,,,,0.612,,,6,245,1 cup,,,0
06543,CAMPBELL'S HOMESTYLE MEXICAN STYLE CHICK TORTILLA SOUP,86.4,53,2.86,0.82,1.4,8.16,1.2,1.63,8,0.15,,,,347,,,,,0,,,,,,,,,,,,82,,,,,,,,,,,,0.408,,,4,245,1 cup,,,0
06544,CAMPBELL'S HOMESTYLE MINESTRONE SOUP,88.3,41,1.63,0.41,1.9,7.35,1.6,2.45,16,0.44,,,,322,,,,,0,,,,,,,,,,,,612,,,,,,,,,,,,0,,,0,245,1 cup,,,0
06545,CAMPBELL'S HOMESTYLE NEW ENGLAND CLAM CHOWDER,86.53,70,2.33,4.23,1.23,5.68,0.8,0,14,0.56,13,31,337,363,0.27,0.025,0.076,4.3,0,0.015,0.015,0.422,,,,,,,,,0,,,,,,,,,,,,0.816,,,4,256,1 cup,519,1 can,0
06546,CAMPBELL'S HOMESTYLE POTATO BROCCOLI CHS SOUP,88,65,1.22,3.67,0.2,6.94,1.2,1.22,16,0.29,,,,265,,,,,1,,,,,,,,,,,,41,,,,,,,,,,,,0.816,,,2,245,1 cup,,,0
06547,"SOUP,BF MUSHROOM,CND,PREP W/ EQ VOLUME H2O",92.6,30,2.37,1.23,1.2,2.6,0.1,,2,0.36,4,14,63,386,0.6,0.1,0.2,,1.9,0.016,0.023,0.391,0.09,0.02,4,0,4,4,,0.08,0,0,0,,,,,,,,,,0.61,0.51,0.05,3,244,"1 cup,  (8 fl oz)",593,"1 can,  (10.75 oz), prepared",0
06548,CAMPBELL'S HOMESTYLE CHICK W/ WHITE & WILD RICE SOUP,88.7,41,2.45,0.41,1.5,6.94,0.4,1.22,8,0.15,,,,322,,,,,0,,,,,,,,,,,,408,,,,,,,,,,,,0,,,4,245,1 cup,,,0
06549,"SOUP,CHICK MUSHROOM,CND,PREP W/ EQ VOLUME H2O",90,54,1.8,3.75,0.6,3.8,0.1,,12,0.36,4,11,63,327,0.4,0.1,0.1,,0,0.01,0.046,0.668,0.1,0.02,0,0,0,0,,0.02,465,23,0,,,,,,,,,,0.98,1.65,0.95,4,244,"1 cup,  (8 fl oz)",593,"1 can,  (10.75 oz), prepared",0
06558,"SOUP,TOMATO BISQUE,CND,PREP W/ EQ VOLUME H2O",87.17,50,0.92,1.02,1.29,9.6,0.2,,16,0.33,4,24,169,424,0.24,0.052,0.104,,2.4,0.027,0.029,0.465,0.05,0.036,6,0,6,6,,0,292,18,4,,,,,,,,,,0.22,0.28,0.45,2,247,"1 cup,  (8 fl oz)",600,"1 can,  (11 oz), prepared",0
06559,"SOUP,TOMATO,CND,PREP W/EQ VOLUME H2O,COMM",90.55,32,0.71,0.21,1.08,7.45,0.5,4.03,8,0.29,7,15,275,186,0.09,0.029,0.067,1.5,6.3,0.02,0.007,0.42,,0.042,0,0,0,0,6.3,0,192,10,0,0,115,0,5345,44,0.17,0,0,1.5,0.056,0.067,0.077,0,248,"1 serving, 1 cup",31,1 fl oz,0
06580,CAMPBELL'S HOMESTYLE VEG MEDLEY SOUP,88.9,37,1.22,0.2,2.3,7.35,1.2,3.27,16,0.29,,,,322,,,,,0,,,,,,,,,,,,816,,,,,,,,,,,,0,,,0,245,1 cup,,,0
06583,"SOUP,RAMEN NOODLE,ANY FLAVOR,DRY",6.52,440,10.17,17.59,5.45,60.26,2.9,1.98,21,4.11,25,115,181,1855,0.6,0.126,0.63,23.1,0.3,0.448,0.255,5.401,0.438,0.038,116,70,45,165,5.5,0.25,12,1,0,2,6,0,0,20,2.44,0,0,8.9,8.117,6.156,2.198,0,81,"1 package,  without flavor packet",5.8,1 packet,0
06584,"SOUP,BROCCOLI CHS,CND,COND,COMM",82.7,87,2.1,5.3,2.3,7.7,1.8,2.12,41,0.3,13,42,207,661,0.26,0.03,,1.5,2,0.02,0.04,0.248,,0.064,40,0,40,40,18.4,0.02,825,66,30,0,435,0,0,540,0.72,0,0,51.8,1.6,2,1.7,4,121,"1 serving, 1/2 cup",303,"1 can, 10.7 oz (10.75 oz)",0
06585,"CAMPBELL'S SOUP ON THE GO,VEG W/ MINI RND NOODLES SOUP",91.1,33,0.66,0.16,1.2,6.89,0.3,4.59,7,0.24,,,308,213,,,,,0.4,,,,,,,,,,,,246,,,,,,,,,,,,0,,,2,305,1 container,,,0
06586,"CAMPBELL'S SOUP ON THE GO,CHICK & STARS SOUP",94,23,0.98,0.49,1.25,3.28,0.3,0.33,7,0.12,,,,315,,,,,1.2,,,,,,,,,,,,164,,,,,,,,,,,,0.164,,,2,305,1 container,,,0
06587,"CAMPBELL'S SOUP ON THE GO,CHICK W/ MINI NOODLES SOUP",93.5,26,1.31,0.66,0.93,3.61,0.7,0.66,0,0,,,,321,,,,,0.8,,,,,,,,,,,,492,,,,,,,,,,,,0.164,,,3,305,1 container,,,0
06588,"CAMPBELL'S SOUP ON THE GO,CLASSIC TOMATO SOUP",88.8,46,0.98,0.16,0.3,10.16,0.7,6.56,0,0.12,,,,210,,,,,11.8,,,,,,,,,,,,164,,,,,,,,,,,,0,,,0,305,1 container,,,0
06589,"CAMPBELL'S SOUP ON THE GO,CREAMY BROCCOLI SOUP",90.2,52,0.66,3.61,0.95,4.26,1,1.31,13,0.12,,,,289,,,,,0,,,,,,,,,,,,33,,,,,,,,,,,,0.984,,,2,305,1 container,,,0
06590,"CAMPBELL'S SOUP ON THE GO,CREAMY CHICK SOUP",91,43,0.98,2.95,1.4,3.28,0.7,0.33,0,0,,,,289,,,,,0,,,,,,,,,,,,98,,,,,,,,,,,,0.492,,,2,305,1 container,,,0
06592,"CAMPBELL'S SOUP ON THE GO,CREAMY TOMATO SOUP",86,59,0.98,1.64,1.43,9.84,0.7,7.21,13,0.12,,,295,213,,,,,9.8,,,,,,,,,,,,164,,,,,,,,,,,,0.492,,,2,305,1 container,,,0
06594,"CAMPBELL'S SOUP ON THE GO,NEW ENGLAND CLAM CHOWDER",91,52,0.66,3.61,0.86,4.26,1,0.66,7,0.24,,,,292,,,,,0,,,,,,,,,,,,0,,,,,,,,,,,,0.984,,,2,305,1 container,,,0
06595,"CAMPBELL'S SOUP ON THE GO,VEG BF SOUP",94,20,0.98,0.33,1.41,3.28,0.3,1.64,7,0.12,,,,305,,,,,0,,,,,,,,,,,,131,,,,,,,,,,,,0.164,,,2,305,1 container,,,0
06596,"CAMPBELL'S SOUP ON THE GO,CHEESY POTATO W/ BACON FLAVOR SOUP",90.3,43,0.66,1.97,1.5,5.25,0.3,1.31,7,0.12,,,,292,,,,,0,,,,,,,,,,,,0,,,,,,,,,,,,0.656,,,3,305,1 container,,,0
06597,"PACE,CHIPOTLE CHUNKY SALSA",88.6,25,0,0,5.15,6.25,3.1,6.25,0,0,,,,719,,,,,0,,,,,,,,,,,,625,,,,,,,,,,,,0,,,0,32,1 serving,32,2 tbsp,0
06598,"PACE,CILANTRO CHUNKY SALSA",88.6,25,0,0,5.15,6.25,3.1,6.25,0,0,,,,844,,,,,0,,,,,,,,,,,,313,,,,,,,,,,,,0,,,0,32,1 serving,32,2 tbsp,0
06599,"PACE,ENCHILADA SAU",87.1,40,1.67,0,2.9,8.33,1.7,6.67,,0.6,,,,867,,,,,2,,,,,,,,,,,,667,,,,,,,,,,,,0,,,0,60,.25 cup,60,1 serving,0
06600,"PACE,GRN TACO SAU",90.7,25,0,0,3.05,6.25,,6.25,,,,,,625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,16,1 serving,16,2 tbsp,0
06601,"PACE,LIME & GARLIC CHUNKY SALSA",86.6,38,0,0,4.03,9.38,3.1,6.25,0,0,,,,656,,,,,5.6,,,,,,,,,,,,625,,,,,,,,,,,,0,,,0,32,1 serving,32,2 tbsp,0
06602,"PACE,ORGANIC PICANTE SAU",89.3,25,0,0,4.45,6.25,3.1,6.25,,,,,,688,,,,,,,,,,,,,,,,,625,,,,,,,,,,,,0,,,0,32,1 serving,32,2 tbsp,0
06603,"PACE,PICANTE SAU",89.9,25,0,0,3.85,6.25,3.1,6.25,,,,,,781,,,,,,,,,,,,,,,,,313,,,,,,,,,,,,,,,0,32,1 serving,32,2 tbsp,0
06604,"PACE,RED TACO SAU",85.3,50,0,0,2.2,12.5,0,6.25,0,0,,,,813,,,,,0,,,,,,,,,,,,625,,,,,,,,,,,,0,,,0,16,1 tbsp,16,1 serving,0
06605,"PACE,THICK & CHUNKY SALSA",88.7,25,0,0,5.05,6.25,3.1,6.25,,,,,,719,,,,,,,,,,,,,,,,,313,,,,,,,,,,,,0,,,0,32,1 serving,32,2 tbsp,0
06609,"SWANSON BROTH,CERT ORGANIC VEG BROTH",98.2,5,0,0,0.52,1.28,0,0.85,0,0,,,,234,,,,,0,,,,,,,,,,,,213,,,,,,,,,,,,0,,,0,235,1 cup,235,1 serving,0
06611,"SOUP,SWANSON,BF BROTH,LOWER NA",98,6,1.2,0.08,0.5,0.21,,0.2,2,0.04,1,10,23,180,0.32,0.009,0.005,0,,0.02,0.085,0.5,0.05,0.107,,,,,,0,0,0,0,,,,,,0,,,,0.03,0.012,0.002,0,213,1 cup,413,"1 can, 14.5 oz",0
